"recno","Timestamp","Observer","Location","Desg","Date","m1","diam","dc","pa","scope","comments","url"
"2972","2014-01-20 00:00:00","P. Clay Sherrod","","c2012 J1 Catalina","2014/01/20","17.2 m2","13""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Small circular diffuse patch, uniform without central conds.",""
"2976","2014-01-20 00:00:00","P. Clay Sherrod","","290P  Jager","2014/01/20","14.2 m2","15""+39""","6/9","260 (?)","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Possible very thin long tail in PA 260 deg; coma is differentiated, central 15"" very dense without outer veil total 39""+",""
"2980","2014-01-25 00:00:00","P. Clay Sherrod","","c2013 U2  Holvorcem","2014/01/25","17.8","<5""","8/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Small, dense and starlike, little if any nebulosity",""
"2982","2014-01-25 00:00:00","P. Clay Sherrod","","c2012 K6  McNaught","2014/01/25","15.8 m2","16""","5/9","177 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very faint tail to south (PA 177 deg, 131"" length); dense and large coma, uniform",""
"2983","2014-01-25 00:00:00","P. Clay Sherrod","","c2012 K1 PANSTARRS","2014/01/25","13.4","42""","5/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Impressive dense round object, no diffuse nature detected with strongly uniform and condensed coma;",""
"2984","2014-01-26 00:00:00","P. Clay Sherrod","","c2010 U3  Boattini","2014/01/26","18.4 m2","5""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","New listing.  Comet is stationary, no proper motion over time, round and very small",""
"2987","2014-01-26 00:00:00","P. Clay Sherrod","","209P  LINEAR","2014/01/26","18.1","5""","9/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet  is stellar, only slight outer nebulosity",""
"2989","2014-01-30 00:00:00","P. Clay Sherrod","","84P  Giclas","2014/01/30","18.0 m2","6""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Small and diffuse with tiny stellarlike nucleus, round",""
"2990","2014-02-14 00:00:00","P. Clay Sherrod","","154P Brewington","2014/02/14","17,7 m2","115"" *","4/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very thin and difficult (full moon) coma out to 115"" diameter; comet is considerably fainter with smaller core",""
"2993","2014-02-14 00:00:00","P. Clay Sherrod","","p2013 TL117  Lemmon","2014/02/14","18.2 m2","8""","3/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Full moonlight; comet is very difficult to lock onto; spread E-W and diffuse",""
"2996","2014-02-14 00:00:00","P. Clay Sherrod","","c2013 V5 Oukaimeden","2014/02/14","17.7","5""x9""","6/9","52 deg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Full moon nearby.  Coma elongated and irreg.  Short tail in PA 52 deg",""
"2997","2014-02-14 00:00:00","P. Clay Sherrod","","290P  Jager","2014/02/14","15.4 m2","21""","6/9","63 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Full moon quite close; comet very well developed, with eastern tail at PA 63 deg, 150"" + length; dense inner coma (21"") surrounded by very thin large outer coma",""
"3002","2014-02-22 00:00:00","P. Clay Sherrod","","c2010 U3  Boattini","2014/02/22","19.2 m2","8""","3/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very little motion over time; comet is quite faint and very diffuse with little central conds; round",""
"3004","2014-03-01 00:00:00","P. Clay Sherrod","","154P Brewington","2014/03/01","17.3 m2","33""","3/9","39 deg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Considerable transistion on this comet; now a very weak outer coma, 31"" across and uniform with diffuse embedded nucleus, not distinct; very faint and broad tail in PA 39 deg",""
"3005","2014-03-01 00:00:00","P. Clay Sherrod","","290P  Jager","2014/03/01","14.9","30""","5/9","74d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Much outer scatter to east of comet central; dense coma with little defined nucleus; short extension in PA 74 deg",""
"3008","2014-03-01 00:00:00","P. Clay Sherrod","","c2013 V5 Oukaimeden","2014/03/01","16.8","9""","6/9","53 deg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Short fanning and wide tail in PA 53 deg, 17"" length; coma compressed and tiny",""
"3009","2014-03-07 00:00:00","P. Clay Sherrod","","154P Brewington","2014/03/07","17.7 m2","12""","3/9","57","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet appears to be dissentigrating; very rapid fading and very little condensation with considerable faint scatter surrounding diffuse nucleus",""
"3011","2014-03-07 00:00:00","P. Clay Sherrod","","c2009 F4  McNaught","2014/03/07","18.3 m2","15""","2/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet in moonlight, but very large and diffuse without strong central conds.",""
"3012","2013-03-07 00:00:00","P. Clay Sherrod","","c2013 V2  Borisov","2013/03/07","17.1 m2","11""","6/9","irreg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet appears irreg. with some possible jets/projections on perimeter; faint outer coma visible in strong moonlight",""
"3014","2014-03-07 00:00:00","P. Clay Sherrod","","124P Mrkos","2014/03/07","16.1","11""","7/9","west*","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","*scattering/tail (?) to west of comet; very dense coma almost appearing starlike on CCD",""
"3016","2014-03-11 00:00:00","P. Clay Sherrod","","c2013 TW5  Spacewatch","2014/03/11","17.8","6""","7/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Nearly full moon very close.  Comet is nearly stellar but has peripheral nebulosity, round",""
"3017","2014-03-12 00:00:00","P. Clay Sherrod","","c2012 K6  McNaught","2014/03/12","16.7 m2","13""","7/9","178 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Beautiful structure in spite of nearly full moon and poor conditions; very stellar tight nucleus with halo coma; faint tail in PA 178 deg, 116"" length",""
"3019","2014-03-13 00:00:00","P. Clay Sherrod","","134P Kowal-Vavrova","2014/03/13","15.9","15""","6/9","284 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","In strong moonlight and low in south; comet is well developed with dense and uniform coma; short (17"") tail in PA 284 deg, wide and disperse",""
"3020","2014-03-13 00:00:00","P. Clay Sherrod","","c2012 K1 PANSTARRS","2014/03/13","11.7","74""","5/9","153 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Full moonlight to west;   Magnificent comet with huge coma (",""
"3027","2014-03-24 00:00:00","P. Clay Sherrod","","c2013 V5 Oukaimeden","2014/03/24","16.5","9""","7/9","80 deg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Fine arced tail in PA 80 deg, 66"" length; very condensed coma/nucleus",""
"3031","2014-03-26 00:00:00","P. Clay Sherrod","","c2006 S3 (LONEOS)","2014/03/26","16.3 m2","18""","5/9","96 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Faint tail @96 deg, 118"" length; very strong coma - very low in SW",""
"3033","2014-03-30 00:00:00","P. Clay Sherrod","","290P  Jager","2014/03/30","16.2 m2","10""","7/9","68-107","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very nice although short fanned tail PA 68-107 deg; small stellar coma/nucleus with very little outer nebulosity",""
"3035","2014-03-30 00:00:00","P. Clay Sherrod","","p2014 D2 Catalina-Panstarrs","2014/03/30","18.7","7""","6/9","92","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","New listing; comet is easily diffuse and uniform, round but possible extension to east (PA=92 deg)",""
"3037","2014-04-01 00:00:00","P. Clay Sherrod","","290P  Jager","2014/04/01","q6.2 m2","15""","6/9","60 d","0.51m f/4.9 DK astrograph w/CCD binned 2x","Comet shows thin tail in PA 60 deg for about 17"" length; coma smaller and more distinct nucleus evident",""
"3040","2014-04-01 00:00:00","P. Clay Sherrod","","124P Mrkos","2014/04/01","16.5","8""","7/9","58?","0.51m f/4.9 DK astrograph w/CCD binned 2x","Some elongation in PA 58 deg; but otherwise very dense and starlike; some outer nebulosity noted toward 60 deg",""
"3045","2014-04-01 00:00:00","P. Clay Sherrod","","209P  LINEAR","2014/04/01","17.8","7""","6/9","78 ?","0.51m f/4.9 DK astrograph w/CCD binned 2x","Comet small with slight nebulosity; suspect very short tail in PA 78 deg",""
"3048","2014-04-01 00:00:00","P. Clay Sherrod","","p2014 D2 Catalina-Panstarrs","2014/04/01","18.8","7""","5/9","round","0.51m f/4.9 DK astrograph w/CCD binned 2x","Diffuse and faint, round; conditions not ideal",""
"3051","2014-04-01 00:00:00","P. Clay Sherrod","","c2012 F3  PANSTARRS","2014/04/01","16.0","17""","5/9","296","0.51m f/4.9 DK astrograph w/CCD binned 2x","Blunt tail in PA 294 fanning; very bright and uniform coma",""
"3053","2014-04-09 00:00:00","P. Clay Sherrod","","134P Kowal-Vavrova","2014/04/09","14.9","23""","6/9","288","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Strong moonlight.  In spite, very fine tail see in PA 288 deg, 243"" length; compact dense coma",""
"3054","2014-04-09 00:00:00","P. Clay Sherrod","","c2012 K1 PANSTARRS","2014/04/09","10.3","154""","4/9","147","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Moonlight to west;  comet is huge with very large circular coma and curving tail to SE (147 deg)",""
"3055","2014-04-09 00:00:00","P. Clay Sherrod","","c2013 G3  PANSTARRS","2014/04/09","17.3","7""","8/9","elong","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Nearly stellar but elongated (SW-NE) compressed coma/nucleus; no tail and very slight hint only of nebulosity",""
"3059","2014-04-10 00:00:00","P. Clay Sherrod","","c2012 K6  McNaught","2014/04/10","15.9 m2","11""","6/9","152 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Strong moonlight to west and some dew;  fuzzy but compact nuclear center; very faint tail in PA 152 deg, 142"" length",""
"3060","2014-04-20 00:00:00","P. Clay Sherrod","","c2014 E2  Jacques","2014/04/20","13.6 m2","35""","7/9","108 deg","0.51m f/4.9 DK astrograph w/CCD binned 2x","Very bright stellar nucleus surrounded by faint but large coma; slight tail in PA 108 deg, 99"" length",""
"3063","2014-04-23 00:00:00","P. Clay Sherrod","","290P  Jager","2014/04/23","16.7","11""","7/9","57-154","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Flaring irregular fanned tail to east from very stellar compressed coma/nucleus",""
"3064","2014-04-23 00:00:00","P. Clay Sherrod","","c2014 C3  NEOWISE","2014/04/23","18.1","8""","7.5/9","133","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Round large nucleus surrounded by small outer nebulosity; very uniform; suspect tail in PA 133, very tenuous and quite long",""
"3067","2014-04-23 00:00:00","P. Clay Sherrod","","c2012 K1 PANSTARRS","2014/04/23","12.2 m2","82""","5/9","128 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Splendid gently curving tail for 800"" in PA 128 deg; very large and dense coma",""
"3069","2014-05-02 00:00:00","P. Clay Sherrod","","c2014 H1 Christensen","2014/05/02","17.9","5""","8/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Stellar, 20"" east of predicted; very little if any nebulosity",""
"3070","2014-05-02 00:00:00","P. Clay Sherrod","","290P  Jager","2014/05/02","16.5 m2","15""","6/9","38-144","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Beautiful wide fanned tail nearly due east, spans PA 38 to 144 deg; coma tiny with very condensed nucleus",""
"3072","2014-05-02 00:00:00","P. Clay Sherrod","","c2012 K1 PANSTARRS","2014/05/02","10.2","106""","5/9","131 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Long tenuous curving tail in PA 131 deg, over 10' length; strong circular coma, very dense",""
"3073","2014-05-02 00:00:00","P. Clay Sherrod","","c2012 K6  McNaught","2014/05/02","17.3","10""","7/9","143","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very strong stellar nucleus embedded in faint outer coma; very faint tail extending for some length in PA 143 deg",""
"3076","2014-05-02 00:00:00","P. Clay Sherrod","","c2014 AA52  Catalina","2014/05/02","17.8 m2","7""","5/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very small and with very little nebulosity, nearly stellar",""
"3079","2014-05-03 00:00:00","P. Clay Sherrod","","c2006 S3 (LONEOS)","2014/05/03","16.3 m2","17""","6/9","101+136","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Beautiful comet with strong nucleus surrounded by faint evenly dense coma; two strong jets in PA 101 & 136 deg; tail short and wide to SE",""
"3080","2014-05-04 00:00:00","P. Clay Sherrod","","c2014 F2  Tenagra","2014/05/04","18.8","<5""","9/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","New Comet.  Stellar by all accounts, very small.",""
"3083","2014-05-21 00:00:00","P. Clay Sherrod","","c2012 K1 PANSTARRS","2014/05/21","12.0 m2","206""+86""","5/9","98+117","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Main tail in PA 98 deg, 700"" length; secondary ion tail in PA 117 deg, ~180"" length; very large teardrop shaped coma, outer perimeter 206"" strong inner coma 86""",""
"3085","2014-06-04 00:00:00","P. Clay Sherrod","","c2014 F2  Tenagra","2014/06/04","18.8 m2","<5""","7/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","New listing; very little nebulosity; comet is stellar in appearance except for hint of coma",""
"3087","2014-06-11 00:00:00","P. Clay Sherrod","","c2011 KP36  Spacewatch","2014/06/11","18.5","<5""","8/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very difficult in heart of rich star field in Milky Way; comet is nearly stellar and indistinct from background stars; little nebulosity",""
"3088","2014-06-12 00:00:00","P. Clay Sherrod","","c2012 F3  PANSTARRS","2014/06/12","16.2 m2","15""","6/9","0","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Small central condensation embedded in round uniform coma, no tail",""
"3089","2014-06-12 00:00:00","P. Clay Sherrod","","134P Kowal-Vavrova","2014/06/12","16.0 m2","17""","7/9","114","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Possible very short, stubby tail in PA 114 deg; large diffuse coma with strong but not stellar nucleus",""
"3091","2014-06-14 00:00:00","P. Clay Sherrod","","c2012 K1 PANSTARRS","2014/06/14","12.1 m2","138""","5/9","81 deg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Comet has very long (900"" plus) tail in PA 81.3 deg; moonlight is strong; coma teardrop shaped",""
"3094","2014-07-01 00:00:00","P. Clay Sherrod","","c2014 F2  Tenagra","2014/07/01","18.2","6""","8/9","126 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Coma very small, condensed and elongated; slight irreg. tail to SE",""
"3095","2014-07-01 00:00:00","P. Clay Sherrod","","c2011 L4  PANSTARRS","2014/07/01","18.2 m2","8""","3/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very open and diffuse, but small; circular coma without strong Central conds.",""
"3096","2014-07-01 00:00:00","P. Clay Sherrod","","c2012 K8 Lemmon","2014/07/01","17.8","8""","5/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Clearly diffuse and somewhat irregular periphery",""
"3099","2014-07-06 00:00:00","P. Clay Sherrod","","c2012 LP26  Palomar","2014/07/06","18.8","5""","7/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","New listing.  Not quite stellar, with slight peripheral nebulosity; in appulse with bright star(s) and difficult to ascertain structure",""
"3103","2014-07-25 00:00:00","P. Clay Sherrod","","c2012 K8 Lemmon","2014/07/25","17.6","8""","5/9","150*","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Possible wide, fanned tail to SW of round and clearly diffuse coma",""
"3108","2014-08-22 00:00:00","P. Clay Sherrod","","p2013 G1 Kowalski","2014/08/22","17.2","6""","7/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet appears essentially stellar with little nebulosity if any",""
"3109","2014-08-22 00:00:00","P. Clay Sherrod","","c2011 J2  LINEAR","2014/08/22","15.6 m2","19""","0","24 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very dense inner coma with diffuse outer perimeter (19""); broad tail in PA 24 deg",""
"3114","2014-10-29 00:00:00","P. Clay Sherrod","","108P Ciffreo","2014/10/29","15.7 m2","12+24""","7/9","63 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2","Very fine compact comet; with E-pointing tail; very compressed coma with  outer nebulosity; tail in PA 63 deg, stubby @ 32"" length",""
"3115","2014-10-29 00:00:00","P. Clay Sherrod","","17P Holmes","2014/10/29","17.3","8""","6/9","307?","0.51m ASO astrographic DK, f/4.9 +ccd binned 2","Comet has strong nucleus surrounded by evenly illuminated halo/coma; suspect elongation/tail in PA 307 deg",""
"3116","2014-10-31 00:00:00","P. Clay Sherrod","","c2011 J2  LINEAR","2014/10/31","16.3 m2","16""","7/9","21 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Tail 21 deg PA, 33"" length, straight; very compressed coma",""
"3117","2015-02-08 00:00:00","P. Clay Sherrod","","c2014 W2  PANSTARRS","2015/02/08","17.6","9""","7/9","110 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very nice comet with embedded strong stellar nucleus, short tadpole tail in PA 110 deg, 12"" length",""
"3118","2015-02-22 00:00:00","P. Clay Sherrod","","116P Wild 4","2015/02/22","17.2 m2","5""","8/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Stellar in nature, concentrated nucleus, no coma seen, but poor conditions",""
"3119","2015-03-12 00:00:00","P. Clay Sherrod","","110P  Hartley","2015/03/12","17.4","8""","7/9","90 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very slender tail/elongation due east of compact and tiny coma; clearly diffuse but very small",""
"3120","2015-03-16 00:00:00","P. Clay Sherrod","","32P  Coma Solas","2015/03/16","15.3 m2","26""","5/9","233-294","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Beautiful comet with large fanned tail to west (PA233-294); very bright coma, no nucleus.  Total mag. up to about 13",""
"3125","2015-03-17 00:00:00","P. Clay Sherrod","","p2015 D5  Kowalski","2015/03/17","19.0","4""","9/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Nearly stellar; little, if any, nebulosity",""
"3129","2015-03-24 00:00:00","P. Clay Sherrod","","c2014 W11  PANSTARRS","2015/03/24","14.9 m2","14""","7/9","43 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet is close to Jupiter and reflections affect measurements; very short stubby tail in PA 43d, 13"" length; very strong round coma",""
"3131","2014-04-21 00:00:00","P. Clay Sherrod","","53P Van Biesbroeck","2014/04/21","17.7","8""","7/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","A decade since observing this; very bright and concentration, outer nebulosity, no tail",""
"3133","2015-04-30 00:00:00","P. Clay Sherrod","","10P (Tempel 2)","2015/04/30","17.1","6""","8/9","98 (?)","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very poor conditions with strong moonlight to west; come has possible elongation to PA 98 deg; nearly stellar",""
"3134","2014-06-01 00:00:00","P. Clay Sherrod","","22P - Kopff","2014/06/01","15.3","18""","6/9","49 d","0.51m ASO astrograph ""Rockhound"", f/6 +ccd binned 2x","Very nicely formed comet, with tail in PA 49 deg, 22"" length; strongly condensed",""
"3135","2015-06-01 00:00:00","P. Clay Sherrod","","22P - Kopff","2015/06/01","15.3","18""","6/9","49 d","0.51m ASO astrograph ""Rockhound"", f/6 +ccd binned 2x","Large very compact coma, w/ tail in PA 49 deg, 22"" length",""
"3136","2015-06-01 00:00:00","P. Clay Sherrod","","53P Van Biesbroeck","2015/06/01","17.7","6""","4/9","round","0.51m ASO astrograph ""Rockhound"", f/6 +ccd binned 2x","Very small, uniformly round",""
"3138","2015-06-07 00:00:00","P. Clay Sherrod","","c2014 Q2  Lovejoy","2015/06/07","12.2","245""","5/9","~180 d","0.51m ASO astrograph ""Rockhound"", f/6 +ccd binned 2x","Very strong moon, high cirrus; no tail nor coma structure visible; possible extension or elongation to south",""
"3141","2015-06-10 00:00:00","P. Clay Sherrod","","10P (Tempel 2)","2015/06/10","17.5","~6""","8/9","n/a","0.51m ASO astrograph ""Rockhound"", f/6 +ccd binned 2x","Comet appears stellar, highly concentrated",""
"3143","2015-07-13 00:00:00","P. Clay Sherrod","","c2015 F4  Jacques","2015/07/13","12.3 m2","36""","7/9","210 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Splendid bright linear comet with strong tail in PA 210 deg, for over 445"" length; coma is very compressed and dense",""
"3144","2015-07-14 00:00:00","P. Clay Sherrod","","29P Schwassmann-Wachmann","2015/07/14","12.7","22""","6/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet is in outburst; very bright, with m2=13.3 and total mag = 12.7; coma is strong and condensed with no central conds, and elongated",""
"3145","2015-07-20 00:00:00","P. Clay Sherrod","","c2011 KP36  Spacewatch","2015/07/20","16.1m2","13""","7/9","237-297","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very faint but large fanned tail, 237-297 deg. PA; very strong condensed coma, small and compact, very little coma",""
"3146","2015-09-10 00:00:00","P. Clay Sherrod","","c2015 F4  Jacques","2015/09/10","14.1 m2","13.5""","6/9","127 + 118","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Beautiful wide fanned tail with anti-tail in PA 118 deg, 180"" length, very linear; main tail in PA 127 deg @179""",""
"3147","2015-09-15 00:00:00","P. Clay Sherrod","","61P  Shajn-Schaldach","2015/09/15","16.4 m2","9""","8/9","251d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","A very classic and fine comet, with faint, expanding tail to west (PA251 deg, 171"" length); very dense and tiny, nearly stellar coma",""
"3148","2015-09-17 00:00:00","P. Clay Sherrod","","c2011 KP36  Spacewatch","2015/09/17","15.9 m2","12""","7/9","269d","0.51-m f/4.3 astrograph + CCD","Nearly stellar and highly condensed bright coma/nuclear center; much perimeter scatter and vague cloud, with tail in PA 269d, 60"" length",""
"3150","2015-10-16 00:00:00","P. Clay Sherrod","","88P - Howell","2015/10/16","14.5 m2","16""","7/9","240","0.5m f/6 Astrograph w CCD. binned 2 x 2","Very nice tail, 243"" length, fanning to SW in spite of high clouds; very concentrated coma",""
"3151","2015-10-19 00:00:00","P. Clay Sherrod","","230P  LINEAR","2015/10/19","16.2","12""","8/9","n/a","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Comet is stellar with only a very slight hint of peripheral nebulosity in long (i.e., 120s) exposures",""
"3152","2015-10-19 00:00:00","P. Clay Sherrod","","c2014 N3  Neowise","2015/10/19","15.4","24"" (*)","7/9","188 d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Curving tail immediately E of strong coma, PA 188 deg., 143"" length; (*)outer coma is extended 24"" with very strong inner coma @11""",""
"3153","2015-10-19 00:00:00","P. Clay Sherrod","","44P Reinmuth","2015/10/19","17.3 m2","9""","6/9","n/a","0.51m ASO astrograph f/4.9 +ccd binned 2x","Comet is small, no tail, but quite diffuse with strong central conds and faint outer coma",""
"3155","2015-11-09 00:00:00","P. Clay Sherrod","","p2015 Q1  Scotti","2015/11/09","17.2 m2","9""","6/9","293","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Nice small comet, with tadpole tail, 12"" length in PA 293 deg; coma is diffuse and small",""
"3156","2015-11-09 00:00:00","P. Clay Sherrod","","81P Wild 2","2015/11/09","16.1 m2","9""","6/9","284","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet is bright, with slight outer coma and embedded strong central conds; slight tail in PA 284"" about 10"" length",""
"3159","2015-11-19 00:00:00","P. Clay Sherrod","","c2015 T4  PANSTARRS","2015/11/19","17.4 m2","10""","7/9","north","0.51m ASO astrograph f/4.9 +ccd binned 2x","Some indication of broad scattering to north, no distinct tail; starlike nucleus embedded in very small fuzzy coma",""
"3163","2015-12-02 00:00:00","P. Clay Sherrod","","c2015 TQ 209 LINEAR","2015/12/02","18.6","9""","8/9","n/a","","Appears only slightly diffuse",""
"3164","2015-12-03 00:00:00","P. Clay Sherrod","","44P Reinmuth","2015/12/03","17.1 m2","8""","4/9","n/a","0.5m f/4.9 ASO astrograph _ CCD 2x2 bin","Comet round and evenly diffuse, no clear nucleus",""
"3166","2015-12-05 00:00:00","P. Clay Sherrod","","61P  Shajn-Schaldach","2015/12/05","16.7 m2","10""","3/9","19-118 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Beautiful comet, very diffuse with only slight central conds. in very irregular coma; fanned tail to NE of head",""
"3167","2015-12-05 00:00:00","P. Clay Sherrod","","p2015 W2 Catalina","2015/12/05","18.6","~6""","8/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very faint, stellar; recent MPC reported mag. estimates are incorrect",""
"3168","2015-12-05 00:00:00","P. Clay Sherrod","","c2013 V4  Catalina","2015/12/05","16.0 m2","13""","4/9","203*","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Beautiful sharply curving tail* from E then immediately due south from very tight coma",""
"3169","2015-12-05 00:00:00","P. Clay Sherrod","","329P  LINEAR-Catalina","2015/12/05","16.2 m2","20""","7/9","n/a","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very strong inner coma, with outer coma extending about 20""; circular, no tail",""
"3170","2015-12-05 00:00:00","P. Clay Sherrod","","204P  LINEAR-NEAT","2015/12/05","17.0 m2","9""","3/9","n/a","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Comet is very diffuse with no strong nucleus; somewhat irregular and scattered",""
"3171","2015-12-07 00:00:00","P. Clay Sherrod","","50P  Arend","2015/12/07","17.5 m2","11""","6/9","78 ?","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Possible tail in PA 78 deg, very short; coma is round with diffuse outer perimeter and strong central conds.",""
"3173","2015-12-09 00:00:00","P. Clay Sherrod","","c2015 V2  Johnson","2015/12/09","16.6 m2","10""","8/9","246d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Small elongation in PA 256, does not look ""tail-like""; very compressed and dense coma",""
"3174","2015-12-15 00:00:00","P. Clay Sherrod","","c2015 F4  Jacques","2015/12/15","17.8 m2","6""","5/9","round","0.51m ASO astrograph, f/4.9 +ccd binned 2x","In dense Milky Way field; very small but clearly cometary",""
"3178","2015-12-17 00:00:00","P. Clay Sherrod","","c2015 X4 Elenin","2015/12/17","17.1","10""","8/9","stellar","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very concentrated, starlike",""
"3179","2015-12-17 00:00:00","P. Clay Sherrod","","c2015 V2  Johnson","2015/12/17","16.4 m2","10""","6/9","272d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Very dense coma; short extension nearly due west",""
"3180","2015-12-17 00:00:00","P. Clay Sherrod","","c2013 US10  Catalina","2015/12/17","9.7 m2","383""","6/9","290+182d","0.51m ASO astrograph, f/4.9 +ccd binned 2x","Spectacular comet, two tails, one nearly due south, the other spiked at PA 290deg; very strong and dense coma",""
"3183","2016-01-02 00:00:00","P. Clay Sherrod","","81P Wild 2","2016/01/02","13.0","21""","4/9","284","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Comet in conj. with bright star; large and open with some extension to west",""
"3185","2016-01-03 00:00:00","P. Clay Sherrod","","c2014 A4  SONEAR","2016/01/03","16.7 m2","10""","7/9","110 deg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Very straight broad, but small tail in PA 110 deg, 63""; small very dense coma",""
"3186","2016-01-03 00:00:00","P. Clay Sherrod","","c2014 N3  NEOWISE","2016/01/03","16.3 m2","15""","3/9","irreg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x","Fairly large and irregular with no distinct tail direction, but much scatter in outer coma; quite diffuse",""
